date,competitor_id,product_id,price,discount,region,promo_flag,other_signal_1
2024-01-17,compA,prod2,106.78,0.0,IN,0,0.8830294094386064
2024-01-17,compA,prod3,146.78,0.0,IN,0,0.36603827829202573
2024-01-17,compB,prod1,143.78,0.0,IN,0,0.5637982837573657
2024-01-17,compB,prod2,114.78,0.0,IN,0,0.3508650455806903
2024-01-17,compB,prod3,144.78,0.0,IN,0,0.3420320427189517
2024-01-18,compA,prod1,112.27,0.0,IN,0,0.11818792849952153
2024-01-18,compA,prod2,120.27,0.0,IN,0,0.7510156784384916
2024-01-18,compA,prod3,104.27,0.0,IN,0,0.2887510200426614
2024-01-18,compB,prod1,140.27,0.0,IN,0,0.6400501573309584
2024-01-18,compB,prod2,115.27,0.0,IN,0,0.12268272962985549
2024-01-18,compB,prod3,120.27,0.0,IN,0,0.2204398948076738
2024-01-19,compA,prod1,125.7,0.0,IN,0,0.16398576198326464
2024-01-19,compA,prod2,151.7,0.0,IN,0,0.6861396544346859
2024-01-19,compA,prod3,134.7,0.0,IN,0,0.2590614414201067
2024-01-19,compB,prod1,150.7,0.0,IN,0,0.6909118635404587
2024-01-19,compB,prod2,144.7,0.0,IN,0,0.47375018656333723
2024-01-19,compB,prod3,117.7,0.0,IN,0,0.05026786440375941
2024-01-20,compA,prod1,129.07,0.0,IN,0,0.9796193195052856
2024-01-20,compA,prod2,145.07,0.0,IN,0,0.250891183249887
2024-01-20,compA,prod3,145.07,0.0,IN,0,0.7893992338599697
2024-01-20,compB,prod1,146.07,0.0,IN,0,0.9561493693017277
2024-01-20,compB,prod2,124.07,0.0,IN,0,0.12462928365444514
2024-01-20,compB,prod3,137.07,0.0,IN,0,0.7947216052756028
2024-01-21,compA,prod1,116.4,0.0,IN,0,0.6487221317859281
2024-01-21,compA,prod2,123.4,0.0,IN,0,0.1148460362569318
2024-01-21,compA,prod3,147.4,0.0,IN,0,0.8303522061974168
2024-01-21,compB,prod1,149.4,0.0,IN,0,0.6719568147711856
2024-01-21,compB,prod2,132.4,0.0,IN,0,0.29337721607257083
2024-01-21,compB,prod3,127.4,0.0,IN,0,0.7036180218443372
2024-01-22,compA,prod1,100.71,0.0,IN,0,0.07687422359958795
2024-01-22,compA,prod2,137.71,0.0,IN,0,0.018613466519231014
2024-01-22,compA,prod3,117.71,0.0,IN,0,0.5062793097568201
2024-01-22,compB,prod1,121.71,0.0,IN,0,0.5697704831577193
2024-01-22,compB,prod2,137.71,0.0,IN,0,0.9719585805871238
2024-01-22,compB,prod3,112.71,0.0,IN,0,0.6276718753026272
2024-01-23,compA,prod1,108.99,0.0,IN,0,0.9588648766715201
2024-01-23,compA,prod2,107.99,0.0,IN,0,0.630465354107094
2024-01-23,compA,prod3,105.99,0.0,IN,0,0.5072089734113119
2024-01-23,compB,prod1,112.99,0.0,IN,0,0.976002608138327
2024-01-23,compB,prod2,136.99,0.0,IN,0,0.8301051168689608
2024-01-23,compB,prod3,115.99,0.0,IN,0,0.705851426216032
2024-01-24,compA,prod1,114.28,0.0,IN,0,0.7749845902196039
2024-01-24,compA,prod2,142.28,0.0,IN,0,0.4375156853457334
2024-01-24,compA,prod3,114.28,0.0,IN,0,0.4464268537628845
2024-01-24,compB,prod1,134.28,0.0,IN,0,0.7256729934534211
2024-01-24,compB,prod2,128.28,0.0,IN,0,0.653903948849908
2024-01-24,compB,prod3,103.28,0.0,IN,0,0.4054234712075121
2024-01-25,compA,prod1,126.58,0.0,IN,0,0.26734150572042303
2024-01-25,compA,prod2,135.58,0.0,IN,0,0.6023755457252787
2024-01-25,compA,prod3,111.58,0.0,IN,0,0.37161377427918385
2024-01-25,compB,prod1,135.58,0.0,IN,0,0.717909191681594
2024-01-25,compB,prod2,107.58,0.0,IN,0,0.2574097604764398
2024-01-25,compB,prod3,107.58,0.0,IN,0,0.5286979858330153
2024-01-26,compA,prod1,110.92,0.0,IN,0,0.9536511539559499
2024-01-26,compA,prod2,138.92,0.0,IN,0,0.5976278301940058
2024-01-26,compA,prod3,136.92,0.0,IN,0,0.512627396436597
2024-01-26,compB,prod1,103.92,0.0,IN,0,0.4669696800847908
2024-01-26,compB,prod2,123.92,0.0,IN,0,0.19394223510543007
2024-01-26,compB,prod3,127.92,0.0,IN,0,0.1761489194226762
2024-01-27,compA,prod1,131.29,0.0,IN,0,0.0074896161809747674
2024-01-27,compA,prod2,133.29,0.0,IN,0,0.5852729254577133
2024-01-27,compA,prod3,134.29,0.0,IN,0,0.41433699938455226
2024-01-27,compB,prod1,99.29,0.0,IN,0,0.8081766969842179
2024-01-27,compB,prod2,103.29,0.0,IN,0,0.19795356647106122
2024-01-27,compB,prod3,134.29,0.0,IN,0,0.20495747359952277
2024-01-28,compA,prod1,129.72,0.0,IN,0,0.3114853746976163
2024-01-28,compA,prod2,145.72,0.0,IN,0,0.4014059895039068
2024-01-28,compA,prod3,141.72,0.0,IN,0,0.9946925824977131
2024-01-28,compB,prod1,142.72,0.0,IN,0,0.29360735707024943
2024-01-28,compB,prod2,98.72,0.0,IN,0,0.7142250985134038
2024-01-28,compB,prod3,143.72,0.0,IN,0,0.2699561001621469
2024-01-29,compA,prod1,114.22,0.0,IN,0,0.7729167131192995
2024-01-29,compA,prod2,122.22,0.0,IN,0,0.5430725690933842
2024-01-29,compA,prod3,99.22,0.0,IN,0,0.609514222615186
2024-01-29,compB,prod1,107.22,0.0,IN,0,0.6715537298134463
2024-01-29,compB,prod2,130.22,0.0,IN,0,0.7697337610361898
2024-01-29,compB,prod3,129.22,0.0,IN,0,0.9344024420319345
2024-01-30,compA,prod1,119.79,0.0,IN,0,0.7699517316942651
2024-01-30,compA,prod2,121.79,0.0,IN,0,0.6212716618901926
2024-01-30,compA,prod3,127.79,0.0,IN,0,0.967861014593226
2024-01-30,compB,prod1,100.79,0.0,IN,0,0.42136744196795595
2024-01-30,compB,prod2,136.79,0.0,IN,0,0.330794464654633
2024-01-30,compB,prod3,101.79,0.0,IN,0,0.842078888197262
2024-01-31,compA,prod1,140.45,14.13,IN,1,0.8464729929906388
2024-01-31,compA,prod2,111.45,20.94,IN,1,0.10813377037696181
2024-01-31,compA,prod3,130.45,22.87,IN,1,0.2877400638059887
2024-01-31,compB,prod1,111.45,24.97,IN,1,0.9954214816966818
2024-01-31,compB,prod2,116.45,15.92,IN,1,0.3561201080322526
2024-01-31,compB,prod3,120.45,23.86,IN,1,0.949818832236219
2024-02-01,compA,prod1,96.2,20.19,IN,1,0.022499493059327857
2024-02-01,compA,prod2,95.2,23.8,IN,1,0.5400962274215327
2024-02-01,compA,prod3,100.2,10.02,IN,1,0.952214369386097
2024-02-01,compB,prod1,118.2,15.9,IN,1,0.7256006591774804
2024-02-01,compB,prod2,132.2,17.27,IN,1,0.7661180311643501
2024-02-01,compB,prod3,120.2,16.35,IN,1,0.5878933821900767
2024-02-02,compA,prod1,143.05,14.32,IN,1,0.3421318136387813
2024-02-02,compA,prod2,114.05,11.93,IN,1,0.13766243535291067
2024-02-02,compA,prod3,136.05,12.76,IN,1,0.25339008980830513
2024-02-02,compB,prod1,108.05,11.94,IN,1,0.4392361702504888
2024-02-02,compB,prod2,102.05,16.13,IN,1,0.087102774092648
2024-02-02,compB,prod3,135.05,22.62,IN,1,0.02374474870503107
2024-02-03,compA,prod1,107.0,24.21,IN,1,0.4116215405035665
2024-02-03,compA,prod2,112.0,13.69,IN,1,0.5336264293433419
2024-02-03,compA,prod3,132.0,19.15,IN,1,0.5161500308101021
2024-02-03,compB,prod1,103.0,21.48,IN,1,0.27503296860025794
2024-02-03,compB,prod2,111.0,14.82,IN,1,0.4022595857038841
2024-02-03,compB,prod3,110.0,24.7,IN,1,0.8633064391925768
2024-02-04,compA,prod1,104.05,16.95,IN,1,0.7520247761488246
2024-02-04,compA,prod2,100.05,12.93,IN,1,0.8765404499621768
2024-02-04,compA,prod3,125.05,19.84,IN,1,0.5827029770931208
2024-02-04,compB,prod1,138.05,15.1,IN,1,0.5345567002158442
2024-02-04,compB,prod2,127.05,14.75,IN,1,0.10936621767045418
2024-02-04,compB,prod3,116.05,13.2,IN,1,0.7406493447876661
2024-02-05,compA,prod1,116.21,0.0,IN,0,0.0751392499231901
2024-02-05,compA,prod2,102.21,0.0,IN,0,0.3041823982299302
2024-02-05,compA,prod3,124.21,0.0,IN,0,0.7207636270550511
2024-02-05,compB,prod1,116.21,0.0,IN,0,0.8852468022224625
2024-02-05,compB,prod2,139.21,0.0,IN,0,0.9612916763111545
2024-02-05,compB,prod3,113.21,0.0,IN,0,0.7048725384183419
2024-02-06,compA,prod1,127.46,0.0,IN,0,0.5141218753105723
2024-02-06,compA,prod2,121.46,0.0,IN,0,0.87434409893277
2024-02-06,compA,prod3,100.46,0.0,IN,0,0.14360087936084798
2024-02-06,compB,prod1,127.46,0.0,IN,0,0.82892056460844
2024-02-06,compB,prod2,113.46,0.0,IN,0,0.7759026328848901
2024-02-06,compB,prod3,97.46,0.0,IN,0,0.9584114008458596
2024-02-07,compA,prod1,124.8,0.0,IN,0,0.5098747390444573
2024-02-07,compA,prod2,136.8,0.0,IN,0,0.9843756124847559
2024-02-07,compA,prod3,118.8,0.0,IN,0,0.1700684035950787
2024-02-07,compB,prod1,127.8,0.0,IN,0,0.4985310860647719
2024-02-07,compB,prod2,106.8,0.0,IN,0,0.18653527198381892
2024-02-07,compB,prod3,139.8,0.0,IN,0,0.44777380184257787
2024-02-08,compA,prod1,130.23,0.0,IN,0,0.4602320703345889
2024-02-08,compA,prod2,118.23,0.0,IN,0,0.41861081487317264
2024-02-08,compA,prod3,126.23,0.0,IN,0,0.1645264274347017
2024-02-08,compB,prod1,116.23,0.0,IN,0,0.061247650607607396
2024-02-08,compB,prod2,122.23,0.0,IN,0,0.369314747232635
2024-02-08,compB,prod3,144.23,0.0,IN,0,0.5430013783369962
2024-02-09,compA,prod1,140.73,0.0,IN,0,0.04352218155563281
2024-02-09,compA,prod2,106.73,0.0,IN,0,0.2373724998772756
2024-02-09,compA,prod3,136.73,0.0,IN,0,0.9603574123917021
2024-02-09,compB,prod1,101.73,0.0,IN,0,0.5819287613798303
2024-02-09,compB,prod2,107.73,0.0,IN,0,0.18677101681250619
2024-02-09,compB,prod3,121.73,0.0,IN,0,0.6253119611922684
2024-02-10,compA,prod1,125.31,0.0,IN,0,0.015074361001495395
2024-02-10,compA,prod2,146.31,0.0,IN,0,0.5192628563354468
2024-02-10,compA,prod3,123.31,0.0,IN,0,0.4263593108186081
2024-02-10,compB,prod1,100.31,0.0,IN,0,0.16052748805179573
2024-02-10,compB,prod2,141.31,0.0,IN,0,0.6684562575185413
2024-02-10,compB,prod3,127.31,0.0,IN,0,0.09962362627410637
2024-02-11,compA,prod1,131.93,0.0,IN,0,0.3449583423287259
2024-02-11,compA,prod2,140.93,0.0,IN,0,0.6155220032195982
2024-02-11,compA,prod3,105.93,0.0,IN,0,0.6633795211264465
2024-02-11,compB,prod1,133.93,0.0,IN,0,0.4265748154488961
2024-02-11,compB,prod2,115.93,0.0,IN,0,0.8257908638623969
2024-02-11,compB,prod3,114.93,0.0,IN,0,0.907918103754973
2024-02-12,compA,prod1,103.6,0.0,IN,0,0.8624036509934746
2024-02-12,compA,prod2,138.6,0.0,IN,0,0.09241789002813883
2024-02-12,compA,prod3,134.6,0.0,IN,0,0.8824137190819545
2024-02-12,compB,prod1,117.6,0.0,IN,0,0.12211472518245092
2024-02-12,compB,prod2,108.6,0.0,IN,0,0.37505610068889494
2024-02-12,compB,prod3,101.6,0.0,IN,0,0.6208971580433003
2024-02-13,compA,prod1,114.3,0.0,IN,0,0.019402785568308767
2024-02-13,compA,prod2,123.3,0.0,IN,0,0.9999956329642723
2024-02-13,compA,prod3,115.3,0.0,IN,0,0.36042708196172646
2024-02-13,compB,prod1,129.3,0.0,IN,0,0.2595937960509028
2024-02-13,compB,prod2,101.3,0.0,IN,0,0.47924842159489767
2024-02-13,compB,prod3,140.3,0.0,IN,0,0.2791487358860133
2024-02-14,compA,prod1,127.01,0.0,IN,0,0.10217605414602848
2024-02-14,compA,prod2,146.01,0.0,IN,0,0.8945526655150622
2024-02-14,compA,prod3,119.01,0.0,IN,0,0.9222125508657308
2024-02-14,compB,prod1,114.01,0.0,IN,0,0.5305753605482694
2024-02-14,compB,prod2,110.01,0.0,IN,0,0.8090029043139437
2024-02-14,compB,prod3,130.01,0.0,IN,0,0.09972223416928339
2024-02-15,compA,prod1,137.72,0.0,IN,0,0.21001765121132976
2024-02-15,compA,prod2,125.72,0.0,IN,0,0.9007316990389825
2024-02-15,compA,prod3,148.72,0.0,IN,0,0.8266940781192565
2024-02-15,compB,prod1,118.72,0.0,IN,0,0.27914519324894815
2024-02-15,compB,prod2,131.72,0.0,IN,0,0.8534250825127413
2024-02-15,compB,prod3,137.72,0.0,IN,0,0.9214791467902675
2024-02-16,compA,prod1,106.42,0.0,IN,0,0.8746757940170937
2024-02-16,compA,prod2,111.42,0.0,IN,0,0.7249556117270541
2024-02-16,compA,prod3,110.42,0.0,IN,0,0.918669631210989
2024-02-16,compB,prod1,140.42,0.0,IN,0,0.43978911457841297
2024-02-16,compB,prod2,105.42,0.0,IN,0,0.4602207123991694
2024-02-16,compB,prod3,149.42,0.0,IN,0,0.4392245166657516
2024-02-17,compA,prod1,125.09,0.0,IN,0,0.6695117090327103
2024-02-17,compA,prod2,137.09,0.0,IN,0,0.1949954306689442
2024-02-17,compA,prod3,124.09,0.0,IN,0,0.4144216186208518
2024-02-17,compB,prod1,105.09,0.0,IN,0,0.5399180781917591
2024-02-17,compB,prod2,148.09,0.0,IN,0,0.775012340710809
2024-02-17,compB,prod3,132.09,0.0,IN,0,0.0657174038761974
2024-02-18,compA,prod1,113.71,0.0,IN,0,0.0663383364417075
2024-02-18,compA,prod2,120.71,0.0,IN,0,0.2759088139239305
2024-02-18,compA,prod3,120.71,0.0,IN,0,0.4733426041357103
2024-02-18,compB,prod1,103.71,0.0,IN,0,0.690456458124409
2024-02-18,compB,prod2,111.71,0.0,IN,0,0.04746757950520375
2024-02-18,compB,prod3,108.71,0.0,IN,0,0.3875304024892535
2024-02-19,compA,prod1,124.28,0.0,IN,0,0.9557054679599448
2024-02-19,compA,prod2,144.28,0.0,IN,0,0.7654814106717361
2024-02-19,compA,prod3,105.28,0.0,IN,0,0.8815606249723161
2024-02-19,compB,prod1,116.28,0.0,IN,0,0.23679229883832587
2024-02-19,compB,prod2,106.28,0.0,IN,0,0.2943344700140579
2024-02-19,compB,prod3,123.28,0.0,IN,0,0.687181665619211
2024-02-20,compA,prod1,141.79,0.0,IN,0,0.2843766159151715
2024-02-20,compA,prod2,122.79,0.0,IN,0,0.34318394526967333
2024-02-20,compA,prod3,136.79,0.0,IN,0,0.5791323619042479
2024-02-20,compB,prod1,112.79,0.0,IN,0,0.5230746240591038
2024-02-20,compB,prod2,121.79,0.0,IN,0,0.43092922970196035
2024-02-20,compB,prod3,119.79,0.0,IN,0,0.5912939513698064
2024-02-21,compA,prod1,105.21,0.0,IN,0,0.6660411953059876
2024-02-21,compA,prod2,147.21,0.0,IN,0,0.5932599085257279
2024-02-21,compA,prod3,115.21,0.0,IN,0,0.3506327710399162
2024-02-21,compB,prod1,140.21,0.0,IN,0,0.6892536431401112
2024-02-21,compB,prod2,134.21,0.0,IN,0,0.5069892360050922
2024-02-21,compB,prod3,108.21,0.0,IN,0,0.42178047616621195
2024-02-22,compA,prod1,108.55,0.0,IN,0,0.7231386645429064
2024-02-22,compA,prod2,128.55,0.0,IN,0,0.9422773528749553
2024-02-22,compA,prod3,153.55,0.0,IN,0,0.7252162200187693
2024-02-22,compB,prod1,145.55,0.0,IN,0,0.573605095088117
2024-02-22,compB,prod2,120.55,0.0,IN,0,0.2538630759626974
2024-02-22,compB,prod3,113.55,0.0,IN,0,0.6520300796365233
2024-02-23,compA,prod1,125.8,0.0,IN,0,0.2511922257959398
2024-02-23,compA,prod2,144.8,0.0,IN,0,0.38638444762986357
2024-02-23,compA,prod3,133.8,0.0,IN,0,0.05118206144774817
2024-02-23,compB,prod1,110.8,0.0,IN,0,0.43780235065575557
2024-02-23,compB,prod2,120.8,0.0,IN,0,0.04321937909539553
2024-02-23,compB,prod3,140.8,0.0,IN,0,0.27860542285146705
2024-02-24,compA,prod1,144.95,0.0,IN,0,0.8685743144563483
2024-02-24,compA,prod2,116.95,0.0,IN,0,0.05484218783752104
2024-02-24,compA,prod3,126.95,0.0,IN,0,0.21695728496800004
2024-02-24,compB,prod1,122.95,0.0,IN,0,0.4602820377342549
2024-02-24,compB,prod2,141.95,0.0,IN,0,0.9325383255595533
2024-02-24,compB,prod3,108.95,0.0,IN,0,0.5672398437413054
2024-02-25,compA,prod1,150.0,0.0,IN,0,0.18188815549751014
2024-02-25,compA,prod2,120.0,0.0,IN,0,0.44454367341261425
2024-02-25,compA,prod3,134.0,0.0,IN,0,0.1295043901960622
2024-02-25,compB,prod1,125.0,0.0,IN,0,0.5047568990090415
2024-02-25,compB,prod2,115.0,0.0,IN,0,0.9974650859670982
2024-02-25,compB,prod3,107.0,0.0,IN,0,0.3840897809714603
2024-02-26,compA,prod1,115.95,0.0,IN,0,0.7596491817081602
2024-02-26,compA,prod2,134.95,0.0,IN,0,0.13842602710960872
2024-02-26,compA,prod3,125.95,0.0,IN,0,0.639771968589328
2024-02-26,compB,prod1,131.95,0.0,IN,0,0.13509278968957994
2024-02-26,compB,prod2,147.95,0.0,IN,0,0.46129876107333256
2024-02-26,compB,prod3,122.95,0.0,IN,0,0.19365272245770926
2024-02-27,compA,prod1,120.79,0.0,IN,0,0.8004500940462703
2024-02-27,compA,prod2,114.79,0.0,IN,0,0.12599836682822751
2024-02-27,compA,prod3,127.79,0.0,IN,0,0.23012382496284156
2024-02-27,compB,prod1,120.79,0.0,IN,0,0.3731691897195699
2024-02-27,compB,prod2,152.79,0.0,IN,0,0.26232906610687434
2024-02-27,compB,prod3,115.79,0.0,IN,0,0.6319479543023522
2024-02-28,compA,prod1,120.54,0.0,IN,0,0.7445026840603783
2024-02-28,compA,prod2,140.54,0.0,IN,0,0.08064388629741592
2024-02-28,compA,prod3,148.54,0.0,IN,0,0.8087916381789205
2024-02-28,compB,prod1,125.54,0.0,IN,0,0.31653593810083425
2024-02-28,compB,prod2,148.54,0.0,IN,0,0.8994751851041738
2024-02-28,compB,prod3,151.54,0.0,IN,0,0.39613364686130226
2024-02-29,compA,prod1,132.2,0.0,IN,0,0.9587479022030266
2024-02-29,compA,prod2,135.2,0.0,IN,0,0.13085891556709628
2024-02-29,compA,prod3,147.2,0.0,IN,0,0.1885776914565076
2024-02-29,compB,prod1,153.2,0.0,IN,0,0.8144528868682529
2024-02-29,compB,prod2,113.2,0.0,IN,0,0.10694773480183617
2024-02-29,compB,prod3,146.2,0.0,IN,0,0.9586457477953155
2024-03-01,compA,prod1,152.77,10.62,IN,1,0.7425663758721469
2024-03-01,compA,prod2,152.77,17.11,IN,1,0.7116473156151308
2024-03-01,compA,prod3,130.77,15.01,IN,1,0.5220817590050867
2024-03-01,compB,prod1,151.77,19.33,IN,1,0.6384509223001249
2024-03-01,compB,prod2,120.77,20.17,IN,1,0.386515923900146
2024-03-01,compB,prod3,108.77,12.63,IN,1,0.2696502800798679
2024-03-02,compA,prod1,118.26,14.51,IN,1,0.5213753514745414
2024-03-02,compA,prod2,127.26,20.97,IN,1,0.9533075591762366
2024-03-02,compA,prod3,143.26,15.5,IN,1,0.7342869928555601
2024-03-02,compB,prod1,146.26,10.23,IN,1,0.6579171974214817
2024-03-02,compB,prod2,146.26,20.13,IN,1,0.812490457720996
2024-03-02,compB,prod3,145.26,20.39,IN,1,0.826474533772621
2024-03-03,compA,prod1,132.69,13.09,IN,1,0.39553192568324413
2024-03-03,compA,prod2,136.69,24.81,IN,1,0.03657502412742997
2024-03-03,compA,prod3,112.69,16.7,IN,1,0.25463902118195647
2024-03-03,compB,prod1,129.69,17.07,IN,1,0.5831192891413852
2024-03-03,compB,prod2,137.69,20.03,IN,1,0.39338014814958877
2024-03-03,compB,prod3,136.69,13.39,IN,1,0.9717006900933562
2024-03-04,compA,prod1,113.06,14.33,IN,1,0.2874383534578958
2024-03-04,compA,prod2,122.06,18.21,IN,1,0.5933224009002531
2024-03-04,compA,prod3,150.06,23.38,IN,1,0.24563775666102405
2024-03-04,compB,prod1,138.06,12.1,IN,1,0.38556920114482673
2024-03-04,compB,prod2,136.06,22.83,IN,1,0.6039617752199226
2024-03-04,compB,prod3,136.06,11.6,IN,1,0.42713378781926103
2024-03-05,compA,prod1,120.39,16.15,IN,1,0.6815809535766366
2024-03-05,compA,prod2,131.39,14.84,IN,1,0.3885556561840463
2024-03-05,compA,prod3,145.39,10.41,IN,1,0.20670646184964037
